,0
1501,0.653393387794
1502,1.04505836964
1503,1.49175465107
1504,1.20919919014
1505,1.1152203083
1506,0.886416733265
1507,1.07373046875
1508,1.12472760677
1509,0.80633276701
1510,1.2174346447
1511,0.997689843178
1512,0.600932896137
1513,1.04952847958
1514,0.669983506203
1515,1.30772554874
1516,1.39316749573
1517,0.937875568867
1518,1.21236205101
1519,0.736583054066
1520,0.679082989693
1521,1.0365254879
1522,0.610140740871
1523,1.03129673004
1524,0.912298977375
1525,0.739549517632
1526,1.11929059029
1527,0.981753349304
1528,0.719304680824
1529,0.419560819864
1530,1.02920114994
1531,1.06265640259
1532,0.935137748718
1533,1.11654579639
1534,0.534869134426
1535,0.699526667595
1536,1.5759871006
1537,0.784978687763
1538,0.604023337364
1539,1.03933942318
1540,0.527606546879
1541,0.826373457909
1542,0.258192420006
1543,1.03151118755
1544,0.890616595745
1545,1.07204556465
1546,1.00198423862
1547,1.31452465057
1548,0.680235147476
1549,0.376014351845
1550,1.07847332954
1551,0.958912551403
1552,1.13792347908
1553,1.66195011139
1554,1.58731365204
1555,0.925899684429
1556,0.908046126366
1557,1.40810227394
1558,1.14268100262
1559,2.36496949196
1560,1.95562267303
1561,1.13410460949
1562,1.42626225948
1563,0.55742675066
1564,0.265643894672
1565,1.06682085991
1566,1.22717535496
1567,1.20964431763
1568,1.17551600933
1569,1.27898049355
1570,0.571742892265
1571,1.11537432671
1572,1.46547186375
1573,0.889468491077
1574,1.3064494133
1575,0.881200432777
1576,0.900897979736
1577,0.884528458118
1578,1.48452115059
1579,1.13615763187
1580,1.12916314602
1581,1.6580760479
1582,0.980974078178
1583,1.20899224281
1584,1.05040478706
1585,1.41840982437
1586,1.5180798769
1587,0.980408668518
1588,0.986716091633
1589,1.37517094612
1590,1.19204759598
1591,0.255914270878
1592,1.51167833805
1593,0.860335469246
1594,1.23318481445
1595,1.22265303135
1596,0.870822131634
1597,0.921031951904
1598,0.524736523628
1599,1.0705332756
1600,1.26047110558
1601,0.747819542885
1602,1.71085703373
1603,1.10877883434
1604,1.58488440514
1605,1.23035240173
1606,1.1214183569
1607,0.501685142517
1608,0.675207853317
1609,2.14587545395
1610,0.653595089912
1611,1.16467261314
1612,1.56596970558
1613,1.38427042961
1614,0.531489014626
1615,1.10895586014
1616,0.358694076538
1617,0.7321819067
1618,1.23551011086
1619,0.949947357178
1620,0.654703378677
1621,0.576584756374
1622,1.27177762985
1623,0.851132214069
1624,1.07823717594
1625,1.33260786533
1626,0.732578277588
1627,0.769383072853
1628,1.70703244209
1629,0.751087486744
1630,0.589585840702
1631,1.06983613968
1632,1.28707814217
1633,1.32940483093
1634,0.401986926794
1635,0.837537169456
1636,1.00631976128
1637,1.02295935154
1638,0.821927547455
1639,1.19559001923
1640,0.590085625648
1641,0.461314290762
1642,1.47663331032
1643,0.832008361816
1644,0.375966846943
1645,0.445428073406
1646,0.722432732582
1647,1.3562810421
1648,0.617726802826
1649,0.987035572529
1650,0.503695130348
1651,0.808736205101
1652,0.868718147278
1653,1.02759134769
1654,0.463297426701
1655,0.312685757875
1656,0.494229704142
1657,0.674679458141
1658,0.97652387619
1659,0.617272019386
1660,0.645563423634
1661,0.925505816936
1662,0.683588862419
1663,0.9870429039
1664,1.03531908989
1665,1.38628900051
1666,1.18346428871
1667,0.562265336514
1668,1.60803353786
1669,1.23941111565
1670,0.770703852177
1671,0.901863098145
1672,0.85752093792
1673,0.828931033611
1674,1.54071009159
1675,0.806041359901
1676,1.25146651268
1677,1.04994535446
1678,1.66410374641
1679,0.687459588051
1680,0.779590845108
1681,0.891074776649
1682,1.3434637785
1683,0.817940533161
1684,1.66842460632
1685,0.985614478588
1686,1.48570048809
1687,2.20509648323
1688,0.562273025513
1689,1.12102150917
1690,1.82471728325
1691,0.969592750072
1692,0.99996817112
1693,1.30893933773
1694,1.12483906746
1695,0.913683772087
1696,1.19525706768
1697,1.37244486809
1698,1.43449378014
1699,0.895506083965
1700,0.747604966164
1701,1.14369022846
1702,0.443747699261
1703,1.64507555962
1704,1.09222733974
1705,1.19952595234
1706,0.81671077013
1707,1.10282826424
1708,1.07134127617
1709,0.501373648643
1710,1.14604532719
1711,0.67753726244
1712,1.21531581879
1713,1.26473069191
1714,0.910624504089
1715,1.58859562874
1716,0.157456800342
1717,1.31089377403
1718,0.792632460594
1719,1.29039645195
1720,1.01156878471
1721,1.77743089199
1722,1.51840317249
1723,1.44638288021
1724,1.31272423267
1725,0.9014518857
1726,0.936730742455
1727,1.61528396606
1728,0.83652895689
1729,0.307558476925
1730,1.20942211151
1731,0.818143725395
1732,1.1726423502
1733,0.753435492516
1734,0.227231547236
1735,0.329780638218
1736,0.894877612591
1737,1.12324643135
1738,0.422655582428
1739,1.13696920872
1740,0.630490481853
1741,1.05768239498
1742,0.847740828991
1743,0.871741890907
1744,0.9841324687
1745,0.849093914032
1746,0.575168013573
1747,0.713983893394
1748,0.800349533558
1749,0.894287467003
1750,0.871789753437
1751,0.615526139736
1752,0.823238372803
1753,0.47530785203
1754,0.595171093941
1755,0.645757317543
1756,1.49235105515
1757,1.06089496613
1758,1.41060471535
1759,1.68225216866
1760,0.54285722971
1761,1.61444544792
1762,1.25544035435
1763,1.02082896233
1764,1.11980628967
1765,1.01056134701
1766,1.27863836288
1767,1.53804457188
1768,0.905600905418
1769,0.249733999372
1770,0.532846093178
1771,0.769013524055
1772,1.14149856567
1773,0.370979011059
1774,0.906584858894
1775,1.43705427647
1776,0.711099028587
1777,1.32457327843
1778,0.996298789978
1779,0.32367888093
1780,1.0448589325
1781,0.686256587505
1782,1.32531487942
1783,1.20343077183
1784,1.22570538521
1785,0.338933467865
1786,0.594937741756
1787,2.31270074844
1788,0.903070807457
1789,1.12741565704
1790,0.800839781761
1791,0.681067168713
1792,1.06361746788
1793,0.953255653381
1794,0.993004024029
1795,0.795713126659
1796,0.715195834637
1797,1.08810651302
1798,1.07112658024
1799,0.717428803444
1800,0.590659737587
1801,0.696067452431
1802,0.980072498322
1803,1.08499205112
1804,1.01446986198
1805,0.67625105381
1806,0.233586043119
1807,1.31065022945
1808,0.650312423706
1809,1.18677079678
1810,0.706663429737
1811,0.840685665607
1812,0.909814715385
1813,1.41354477406
1814,0.404668092728
1815,0.910515904427
1816,1.3277336359
1817,1.17499184608
1818,1.02930641174
1819,0.57470113039
1820,1.34910941124
1821,1.01413846016
1822,0.597901463509
1823,1.11498165131
1824,1.00635993481
1825,1.29912769794
1826,0.932111740112
1827,0.635044515133
1828,1.20068705082
1829,0.887425124645
1830,1.07752990723
1831,1.00717699528
1832,1.6015188694
1833,1.36313128471
1834,0.592589199543
1835,0.366477996111
1836,0.599832177162
1837,0.139615595341
1838,1.17952930927
1839,1.32047319412
1840,0.372921854258
1841,0.901119887829
1842,1.09832310677
1843,1.20819079876
1844,0.649280667305
1845,0.724948763847
1846,0.664693415165
1847,0.576752781868
1848,0.901770114899
1849,0.87653362751
1850,0.616171300411
1851,0.509028434753
1852,0.482817471027
1853,1.12558162212
1854,0.608894526958
1855,1.06255567074
1856,1.43037617207
1857,0.855185687542
1858,0.627019107342
1859,0.625815749168
1860,0.924698233604
1861,0.919104874134
1862,1.06048357487
1863,1.34232497215
1864,1.02988171577
1865,0.786770761013
1866,1.07862770557
1867,1.57225382328
1868,0.277737945318
1869,1.22776925564
1870,1.42659318447
1871,0.759641289711
1872,1.25213170052
1873,0.779424965382
1874,1.09251379967
1875,1.14021754265
1876,0.671366512775
1877,1.00271964073
1878,0.33647313714
1879,0.887769520283
1880,0.718061327934
1881,0.29543748498
1882,0.815064132214
1883,0.75656658411
1884,1.06812405586
1885,0.212455749512
1886,0.73662507534
1887,1.15141415596
1888,1.19127190113
1889,1.52408957481
1890,1.04132854939
1891,0.877208054066
1892,0.554392337799
1893,0.212203234434
1894,0.752527296543
1895,0.540541350842
1896,1.72131597996
1897,1.00958943367
1898,0.409933656454
1899,0.817748188972
1900,0.730029463768
1901,2.13857936859
1902,0.936806201935
1903,0.413805156946
1904,1.31553041935
1905,1.01775610447
1906,0.751582980156
1907,1.02110791206
1908,1.12259781361
1909,1.07181990147
1910,0.794575512409
1911,1.02650761604
1912,0.87595051527
1913,1.22968649864
1914,0.672462403774
1915,1.09638214111
1916,0.971875548363
1917,1.54326367378
1918,3.10486960411
1919,0.693947196007
1920,0.185303881764
1921,1.60586094856
1922,0.476405858994
1923,1.17905330658
1924,1.17057621479
1925,0.713286697865
1926,1.40528893471
1927,2.0201458931
1928,1.17491936684
1929,1.43875050545
1930,0.558533549309
1931,1.69720363617
1932,1.55159664154
1933,1.63040328026
1934,0.988343894482
1935,1.88635575771
1936,0.914254009724
1937,0.153380915523
1938,0.732098460197
1939,1.58171343803
1940,1.23193240166
1941,0.897776782513
1942,0.687972187996
1943,1.22815489769
1944,1.2218130827
1945,0.410392194986
1946,0.649352073669
1947,0.881245434284
1948,0.766384661198
1949,0.878604769707
1950,0.902361690998
1951,1.16661310196
1952,0.999396443367
1953,0.709983944893
1954,0.585409939289
1955,0.673834562302
1956,0.657993674278
1957,0.789432406425
1958,0.58713799715
1959,1.1955717802
1960,0.402617275715
1961,0.435276418924
1962,0.793728351593
1963,1.09264373779
1964,0.816464245319
1965,1.10366129875
1966,0.807706654072
1967,1.1620092392
1968,1.48397421837
